#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2014-01-01 00:00:00+00:00 2014-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
JFK,2014-12-11 17:51,-73.7622,40.6386,35.96,24.08,61.67,270.00,10.00,0.0001,29.76,1007.80,10.00,M,SCT,BKN,BKN,BKN,2800.00,3600.00,4900.00,14000.00,M,M,M,M,M,M,M,27.93,KJFK 111751Z 27010KT 10SM SCT028 BKN036 BKN049 BKN140 02/M04 A2976 RMK AO2 SNE25 SLP078 SCT V BKN VIRGA N 931000 P0000 60000 T00221044 10039 20006 50000
JFK,2014-12-11 18:51,-73.7622,40.6386,37.94,24.98,59.22,260.00,18.00,0.00,29.76,1007.70,10.00,M,SCT,BKN,BKN,BKN,2800.00,3700.00,14000.00,25000.00,M,M,M,M,M,M,M,27.57,KJFK 111851Z 26018KT 10SM SCT028 BKN037 BKN140 BKN250 03/M04 A2976 RMK AO2 SLP077 SCT V BKN T00331039
JFK,2014-12-11 19:51,-73.7622,40.6386,37.94,24.08,57.04,260.00,13.00,0.00,29.77,1008.00,10.00,21.00,FEW,BKN,BKN,BKN,2000.00,4000.00,14000.00,25000.00,M,M,M,M,M,M,M,29.18,KJFK 111951Z 26013G21KT 10SM FEW020 BKN040 BKN140 BKN250 03/M04 A2977 RMK AO2 SLP080 VCSH SE-SW T00331044 $
JFK,2014-12-11 20:51,-73.7622,40.6386,37.04,26.96,66.60,240.00,16.00,0.00,29.79,1008.60,10.00,M,FEW,SCT,BKN,BKN,2500.00,3700.00,4900.00,14000.00,M,M,M,M,M,M,M,26.99,KJFK 112051Z 24016KT 10SM FEW025 SCT037 BKN049 BKN140 BKN250 03/M03 A2979 RMK AO2 SLP086 VCSH S-SW T00281028 53008
JFK,2014-12-11 21:51,-73.7622,40.6386,35.96,28.04,72.66,250.00,14.00,0.00,29.81,1009.30,10.00,M,FEW,SCT,BKN,BKN,2500.00,4600.00,5500.00,25000.00,M,M,M,M,M,M,M,26.27,KJFK 112151Z 25014KT 10SM FEW025 SCT046 BKN055 BKN250 02/M02 A2981 RMK AO2 SLP093 T00221022
JFK,2014-12-11 22:51,-73.7622,40.6386,35.96,28.04,72.66,260.00,13.00,0.00,29.82,1009.90,10.00,M,FEW,BKN,M,M,2500.00,4800.00,M,M,M,M,M,M,M,M,M,26.64,KJFK 112251Z 26013KT 10SM FEW025 BKN048 02/M02 A2982 RMK AO2 SLP099 T00221022
JFK,2014-12-11 23:51,-73.7622,40.6386,35.06,26.96,72.03,260.00,15.00,0.00,29.84,1010.50,10.00,M,FEW,BKN,M,M,3000.00,4200.00,M,M,M,M,M,M,M,M,M,24.75,KJFK 112351Z 26015KT 10SM FEW030 BKN042 02/M03 A2984 RMK AO2 SLP105 T00171028 10044 20017 51019
JFK,2014-12-12 00:51,-73.7622,40.6386,35.06,26.96,72.03,270.00,15.00,0.00,29.85,1010.90,10.00,M,FEW,SCT,M,M,3000.00,4200.00,M,M,M,M,M,M,M,M,M,24.75,KJFK 120051Z 27015KT 10SM FEW030 SCT042 02/M03 A2985 RMK AO2 SLP109 T00171028
JFK,2014-12-12 01:51,-73.7622,40.6386,35.96,26.96,69.51,260.00,12.00,0.00,29.87,1011.40,10.00,M,FEW,BKN,BKN,M,2600.00,4500.00,9500.00,M,M,M,M,M,M,M,M,27.04,KJFK 120151Z 26012KT 10SM FEW026 BKN045 BKN095 02/M03 A2987 RMK AO2 SLP114 T00221028
JFK,2014-12-12 02:51,-73.7622,40.6386,35.96,26.96,69.51,260.00,12.00,0.00,29.88,1011.70,10.00,M,SCT,BKN,OVC,M,1900.00,4500.00,8500.00,M,M,M,M,M,M,M,M,27.04,KJFK 120251Z 26012KT 10SM SCT019 BKN045 OVC085 02/M03 A2988 RMK AO2 SLP117 T00221028 51012
JFK,2014-12-12 03:51,-73.7622,40.6386,35.96,26.96,69.51,280.00,9.00,0.00,29.88,1011.70,10.00,M,SCT,BKN,OVC,M,1800.00,3600.00,8500.00,M,M,M,M,M,M,M,M,28.44,KJFK 120351Z 28009KT 10SM SCT018 BKN036 OVC085 02/M03 A2988 RMK AO2 SLP117 T00221028
JFK,2014-12-12 04:51,-73.7622,40.6386,35.96,24.98,64.03,280.00,10.00,0.00,29.89,1012.00,10.00,M,FEW,OVC,M,M,2000.00,3200.00,M,M,M,M,M,M,M,M,M,27.93,KJFK 120451Z 28010KT 10SM FEW020 OVC032 02/M04 A2989 RMK AO2 SLP120 T00221039 400440000 $
JFK,2014-12-12 05:51,-73.7622,40.6386,35.06,23.00,61.08,290.00,12.00,0.00,29.89,1012.00,10.00,M,OVC,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,25.90,KJFK 120551Z 29012KT 10SM OVC034 02/M05 A2989 RMK AO2 SLP120 T00171050 10022 20017 51004 $
JFK,2014-12-12 06:51,-73.7622,40.6386,35.06,19.94,53.66,320.00,10.00,0.00,29.90,1012.50,10.00,M,OVC,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,26.81,KJFK 120651Z 32010KT 10SM OVC034 02/M07 A2990 RMK AO2 SLP125 T00171067 $
JFK,2014-12-12 07:51,-73.7622,40.6386,33.98,19.04,53.91,320.00,13.00,0.00,29.92,1013.20,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,24.11,KJFK 120751Z 32013KT 10SM OVC036 01/M07 A2992 RMK AO2 SLP132 T00111072 $
JFK,2014-12-12 08:51,-73.7622,40.6386,33.98,19.04,53.91,290.00,9.00,0.00,29.92,1013.20,10.00,16.00,BKN,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,25.98,KJFK 120851Z 29009G16KT 10SM BKN036 01/M07 A2992 RMK AO2 SLP132 T00111072 50012 $
JFK,2014-12-12 09:51,-73.7622,40.6386,33.08,19.04,55.89,310.00,10.00,0.00,29.93,1013.50,10.00,M,BKN,OVC,M,M,3400.00,9000.00,M,M,M,M,M,M,M,M,M,24.32,KJFK 120951Z 31010KT 10SM BKN034 OVC090 01/M07 A2993 RMK AO2 SLP135 T00061072 $
JFK,2014-12-12 10:51,-73.7622,40.6386,33.98,19.94,56.02,300.00,10.00,0.00,29.95,1014.10,10.00,M,FEW,OVC,M,M,3400.00,8000.00,M,M,M,M,M,M,M,M,M,25.45,KJFK 121051Z 30010KT 10SM FEW034 OVC080 01/M07 A2995 RMK AO2 SLP141 T00111067 $
JFK,2014-12-12 11:51,-73.7622,40.6386,33.98,19.04,53.91,310.00,13.00,0.00,29.96,1014.40,10.00,M,SCT,BKN,M,M,3400.00,8000.00,M,M,M,M,M,M,M,M,M,24.11,KJFK 121151Z 31013KT 10SM SCT034 BKN080 01/M07 A2996 RMK AO2 SLP144 T00111072 10017 20006 51012 $
JFK,2014-12-12 12:51,-73.7622,40.6386,33.98,19.04,53.91,310.00,13.00,0.00,29.98,1015.10,10.00,M,FEW,BKN,BKN,M,3400.00,8000.00,11000.00,M,M,M,M,M,M,M,M,24.11,KJFK 121251Z 31013KT 10SM FEW034 BKN080 BKN110 01/M07 A2998 RMK AO2 SLP151 T00111072 $
JFK,2014-12-12 13:51,-73.7622,40.6386,33.98,19.94,56.02,330.00,12.00,0.00,29.99,1015.60,10.00,M,FEW,BKN,M,M,3500.00,8000.00,M,M,M,M,M,M,M,M,M,24.52,KJFK 121351Z 33012KT 10SM FEW035 BKN080 01/M07 A2999 RMK AO2 SLP156 T00111067 $
JFK,2014-12-12 14:51,-73.7622,40.6386,35.06,19.94,53.66,320.00,11.00,0.00,30.00,1015.80,10.00,M,FEW,BKN,M,M,3500.00,7000.00,M,M,M,M,M,M,M,M,M,26.33,KJFK 121451Z 32011KT 10SM FEW035 BKN070 02/M07 A3000 RMK AO2 SLP158 T00171067 51014
JFK,2014-12-12 15:51,-73.7622,40.6386,37.04,21.02,51.95,300.00,13.00,0.00,29.99,1015.40,10.00,20.00,FEW,BKN,BKN,BKN,3700.00,7000.00,12000.00,25000.00,M,M,M,M,M,M,M,28.03,KJFK 121551Z 30013G20KT 10SM FEW037 BKN070 BKN120 BKN250 03/M06 A2999 RMK AO2 SLP154 T00281061
JFK,2014-12-12 16:51,-73.7622,40.6386,35.96,21.02,54.21,320.00,12.00,0.00,29.98,1015.10,10.00,M,FEW,SCT,SCT,M,3200.00,3900.00,6500.00,M,M,M,M,M,M,M,M,27.04,KJFK 121651Z 32012KT 10SM FEW032 SCT039 SCT065 02/M06 A2998 RMK AO2 SLP151 SCT065 V BKN T00221061
JFK,2014-12-12 17:51,-73.7622,40.6386,39.02,21.92,49.93,300.00,12.00,0.00,29.95,1014.20,10.00,M,FEW,SCT,SCT,SCT,3500.00,4400.00,6500.00,22000.00,M,M,M,M,M,M,M,30.94,KJFK 121751Z 30012KT 10SM FEW035 SCT044 SCT065 SCT220 04/M06 A2995 RMK AO2 SLP142 T00391056 10039 20006 58016
JFK,2014-12-12 18:51,-73.7622,40.6386,37.94,21.92,52.09,310.00,14.00,0.00,29.96,1014.30,10.00,M,SCT,BKN,BKN,M,3300.00,7000.00,22000.00,M,M,M,M,M,M,M,M,28.82,KJFK 121851Z 31014KT 10SM SCT033 BKN070 BKN220 03/M06 A2996 RMK AO2 SLP143 T00331056
JFK,2014-12-12 19:51,-73.7622,40.6386,39.02,21.92,49.93,310.00,14.00,0.00,29.96,1014.60,10.00,M,FEW,BKN,BKN,M,3400.00,7500.00,25000.00,M,M,M,M,M,M,M,M,30.21,KJFK 121951Z 31014KT 10SM FEW034 BKN075 BKN250 04/M06 A2996 RMK AO2 SLP146 T00391056
JFK,2014-12-12 20:51,-73.7622,40.6386,37.94,21.92,52.09,300.00,13.00,0.00,29.96,1014.50,10.00,19.00,FEW,SCT,M,M,3400.00,7500.00,M,M,M,M,M,M,M,M,M,29.18,KJFK 122051Z 30013G19KT 10SM FEW034 SCT075 03/M06 A2996 RMK AO2 SLP145 T00331056 50003
JFK,2014-12-12 21:51,-73.7622,40.6386,37.04,21.92,53.97,300.00,13.00,0.00,29.98,1015.20,10.00,21.00,FEW,SCT,SCT,M,3400.00,6000.00,12000.00,M,M,M,M,M,M,M,M,28.03,KJFK 122151Z 30013G21KT 10SM FEW034 SCT060 SCT120 03/M06 A2998 RMK AO2 SLP152 T00281056
JFK,2014-12-12 22:51,-73.7622,40.6386,37.04,21.92,53.97,320.00,18.00,0.00,30.00,1015.70,10.00,24.00,FEW,SCT,BKN,M,3400.00,11000.00,15000.00,M,M,M,M,M,M,M,M,26.38,KJFK 122251Z 32018G24KT 10SM FEW034 SCT110 BKN150 03/M06 A3000 RMK AO2 SLP157 T00281056 $
JFK,2014-12-12 23:51,-73.7622,40.6386,37.04,21.92,53.97,310.00,16.00,0.00,30.00,1015.80,10.00,22.00,FEW,SCT,OVC,M,3300.00,5500.00,9500.00,M,M,M,M,M,M,M,M,26.99,KJFK 122351Z 31016G22KT 10SM FEW033 SCT055 OVC095 03/M06 A3000 RMK AO2 SLP158 T00281056 10050 20022 51013 $
JFK,2014-12-13 00:51,-73.7622,40.6386,37.04,21.92,53.97,320.00,18.00,0.00,30.00,1015.80,10.00,28.00,FEW,OVC,M,M,3300.00,8000.00,M,M,M,M,M,M,M,M,M,26.38,KJFK 130051Z 32018G28KT 10SM FEW033 OVC080 03/M06 A3000 RMK AO2 PK WND 32028/0043 SLP158 T00281056 $
JFK,2014-12-13 01:51,-73.7622,40.6386,37.04,21.92,53.97,320.00,21.00,0.00,30.00,1015.70,10.00,28.00,FEW,BKN,M,M,3300.00,7000.00,M,M,M,M,M,M,M,M,M,25.57,KJFK 130151Z 32021G28KT 10SM FEW033 BKN070 03/M06 A3000 RMK AO2 PK WND 32028/0142 SLP157 T00281056 $
JFK,2014-12-13 02:51,-73.7622,40.6386,35.06,21.92,58.37,320.00,14.00,0.00,29.99,1015.40,10.00,21.00,FEW,SCT,M,M,3300.00,7000.00,M,M,M,M,M,M,M,M,M,25.11,KJFK 130251Z 32014G21KT 10SM FEW033 SCT070 02/M06 A2999 RMK AO2 PK WND 32027/0158 SLP154 T00171056 58004 $
JFK,2014-12-13 03:51,-73.7622,40.6386,35.06,23.00,61.08,320.00,16.00,0.00,29.99,1015.40,10.00,20.00,FEW,SCT,M,M,3300.00,7000.00,M,M,M,M,M,M,M,M,M,24.41,KJFK 130351Z 32016G20KT 10SM FEW033 SCT070 02/M05 A2999 RMK AO2 SLP154 T00171050 $
JFK,2014-12-13 04:51,-73.7622,40.6386,35.06,23.00,61.08,310.00,19.00,0.00,29.99,1015.40,10.00,24.00,SCT,SCT,M,M,3800.00,7500.00,M,M,M,M,M,M,M,M,M,23.48,KJFK 130451Z 31019G24KT 10SM SCT038 SCT075 02/M05 A2999 RMK AO2 SLP154 T00171050 400500006 $
JFK,2014-12-13 05:51,-73.7622,40.6386,35.06,23.00,61.08,320.00,14.00,0.00,29.98,1015.30,10.00,M,FEW,SCT,M,M,3800.00,7500.00,M,M,M,M,M,M,M,M,M,25.11,KJFK 130551Z 32014KT 10SM FEW038 SCT075 02/M05 A2998 RMK AO2 SLP153 T00171050 10028 20017 58001 $
JFK,2014-12-13 06:51,-73.7622,40.6386,35.06,24.08,63.91,320.00,14.00,0.00,29.98,1015.20,10.00,M,FEW,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,25.11,KJFK 130651Z 32014KT 10SM FEW028 02/M04 A2998 RMK AO2 SLP152 T00171044 $
JFK,2014-12-13 07:51,-73.7622,40.6386,33.98,24.08,66.72,310.00,13.00,0.00,29.99,1015.30,10.00,17.00,FEW,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,24.11,KJFK 130751Z 31013G17KT 10SM FEW028 01/M04 A2999 RMK AO2 SLP153 T00111044 $
JFK,2014-12-13 08:51,-73.7622,40.6386,35.06,24.98,66.36,310.00,17.00,0.00,29.98,1015.10,10.00,M,SCT,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,24.08,KJFK 130851Z 31017KT 10SM SCT028 02/M04 A2998 RMK AO2 SLP151 T00171039 58002 $
JFK,2014-12-13 09:51,-73.7622,40.6386,35.06,24.98,66.36,310.00,12.00,0.00,29.97,1014.90,10.00,M,SCT,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,25.90,KJFK 130951Z 31012KT 10SM SCT028 02/M04 A2997 RMK AO2 SLP149 T00171039 $
JFK,2014-12-13 10:51,-73.7622,40.6386,35.06,24.98,66.36,320.00,13.00,0.00,29.98,1015.10,10.00,M,SCT,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,25.49,KJFK 131051Z 32013KT 10SM SCT027 02/M04 A2998 RMK AO2 SLP151 T00171039 $
JFK,2014-12-13 11:51,-73.7622,40.6386,35.06,24.98,66.36,310.00,16.00,0.00,29.98,1015.20,10.00,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,24.41,KJFK 131151Z 31016KT 10SM FEW030 02/M04 A2998 RMK AO2 SLP152 T00171039 10022 20011 53002 $
JFK,2014-12-13 12:51,-73.7622,40.6386,35.96,24.08,61.67,320.00,18.00,0.00,29.99,1015.30,10.00,21.00,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,24.96,KJFK 131251Z 32018G21KT 10SM FEW030 02/M04 A2999 RMK AO2 SLP153 T00221044 $
JFK,2014-12-13 13:51,-73.7622,40.6386,37.94,24.08,57.04,310.00,14.00,0.00,29.99,1015.50,10.00,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,28.82,KJFK 131351Z 31014KT 10SM FEW030 03/M04 A2999 RMK AO2 PK WND 33027/1320 SLP155 T00331044 $
JFK,2014-12-13 14:51,-73.7622,40.6386,39.92,24.08,52.79,310.00,13.00,0.00,29.99,1015.50,10.00,21.00,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,31.71,KJFK 131451Z 31013G21KT 10SM FEW030 04/M04 A2999 RMK AO2 SLP155 T00441044 51003 $
JFK,2014-12-13 15:51,-73.7622,40.6386,42.08,24.08,48.56,300.00,14.00,0.00,29.98,1015.00,10.00,M,FEW,SCT,M,M,4000.00,25000.00,M,M,M,M,M,M,M,M,M,34.16,KJFK 131551Z 30014KT 10SM FEW040 SCT250 06/M04 A2998 RMK AO2 SLP150 T00561044 $
JFK,2014-12-13 16:51,-73.7622,40.6386,42.98,21.92,42.84,320.00,12.00,0.00,29.95,1014.20,10.00,M,FEW,SCT,M,M,4000.00,25000.00,M,M,M,M,M,M,M,M,M,35.98,KJFK 131651Z 32012KT 10SM FEW040 SCT250 06/M06 A2995 RMK AO2 SLP142 T00611056 $
JFK,2014-12-13 17:51,-73.7622,40.6386,44.96,21.92,39.72,310.00,14.00,0.00,29.93,1013.30,10.00,M,FEW,SCT,M,M,4000.00,25000.00,M,M,M,M,M,M,M,M,M,37.87,KJFK 131751Z 31014KT 10SM FEW040 SCT250 07/M06 A2993 RMK AO2 SLP133 T00721056 10072 20017 58022 $
JFK,2014-12-13 18:51,-73.7622,40.6386,46.04,24.08,41.74,300.00,14.00,0.00,29.91,1012.90,10.00,M,FEW,SCT,M,M,4000.00,20000.00,M,M,M,M,M,M,M,M,M,39.26,KJFK 131851Z 30014KT 10SM FEW040 SCT200 08/M04 A2991 RMK AO2 SLP129 T00781044 $
JFK,2014-12-13 19:51,-73.7622,40.6386,44.06,24.98,46.73,310.00,16.00,0.00,29.91,1012.80,10.00,M,FEW,SCT,SCT,M,4000.00,20000.00,27000.00,M,M,M,M,M,M,M,M,36.14,KJFK 131951Z 31016KT 10SM FEW040 SCT200 SCT270 07/M04 A2991 RMK AO2 SLP128 T00671039 $
JFK,2014-12-13 20:51,-73.7622,40.6386,41.00,26.06,54.97,310.00,19.00,0.00,29.92,1013.00,10.00,23.00,FEW,SCT,BKN,M,4000.00,20000.00,27000.00,M,M,M,M,M,M,M,M,31.34,KJFK 132051Z 31019G23KT 10SM FEW040 SCT200 BKN270 05/M03 A2992 RMK AO2 SLP130 T00501033 55003 $
JFK,2014-12-13 21:51,-73.7622,40.6386,41.00,26.06,54.97,310.00,16.00,0.00,29.92,1013.20,10.00,M,FEW,SCT,BKN,M,4000.00,15000.00,17000.00,M,M,M,M,M,M,M,M,32.15,KJFK 132151Z 31016KT 10SM FEW040 SCT150 BKN170 05/M03 A2992 RMK AO2 SLP132 T00501033 $
JFK,2014-12-13 22:51,-73.7622,40.6386,39.92,26.96,59.50,320.00,13.00,0.00,29.92,1013.20,10.00,21.00,SCT,BKN,M,M,3100.00,17000.00,M,M,M,M,M,M,M,M,M,31.71,KJFK 132251Z 32013G21KT 10SM SCT031 BKN170 04/M03 A2992 RMK AO2 PK WND 32026/2217 SLP132 T00441028 $
JFK,2014-12-13 23:51,-73.7622,40.6386,39.92,26.96,59.50,310.00,18.00,0.00,29.92,1013.20,10.00,24.00,FEW,BKN,M,M,2900.00,17000.00,M,M,M,M,M,M,M,M,M,30.17,KJFK 132351Z 31018G24KT 10SM FEW029 BKN170 04/M03 A2992 RMK AO2 PK WND 30026/2323 SLP132 T00441028 10083 20044 50001 $
JFK,2014-12-14 00:51,-73.7622,40.6386,39.92,28.04,62.21,320.00,14.00,0.00,29.92,1013.20,10.00,M,FEW,BKN,M,M,2700.00,18000.00,M,M,M,M,M,M,M,M,M,31.37,KJFK 140051Z 32014KT 10SM FEW027 BKN180 04/M02 A2992 RMK AO2 SLP132 T00441022 $
JFK,2014-12-14 01:51,-73.7622,40.6386,39.02,26.96,61.63,310.00,16.00,0.00,29.92,1013.10,10.00,21.00,FEW,BKN,M,M,2800.00,20000.00,M,M,M,M,M,M,M,M,M,29.57,KJFK 140151Z 31016G21KT 10SM FEW028 BKN200 04/M03 A2992 RMK AO2 SLP131 T00391028 $
JFK,2014-12-14 02:51,-73.7622,40.6386,39.02,26.96,61.63,320.00,11.00,0.00,29.92,1013.10,10.00,M,BKN,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,31.34,KJFK 140251Z 32011KT 10SM BKN210 04/M03 A2992 RMK AO2 SLP131 T00391028 58001 $
JFK,2014-12-14 03:51,-73.7622,40.6386,39.02,26.96,61.63,310.00,13.00,0.00,29.90,1012.40,10.00,M,BKN,BKN,M,M,16000.00,21000.00,M,M,M,M,M,M,M,M,M,30.56,KJFK 140351Z 31013KT 10SM BKN160 BKN210 04/M03 A2990 RMK AO2 SLP124 T00391028 $
JFK,2014-12-14 04:51,-73.7622,40.6386,39.02,28.04,64.43,320.00,9.00,0.00,29.89,1012.20,10.00,M,FEW,SCT,BKN,M,3000.00,17000.00,23000.00,M,M,M,M,M,M,M,M,32.24,KJFK 140451Z 32009KT 10SM FEW030 SCT170 BKN230 04/M02 A2989 RMK AO2 SLP122 T00391022 400830011 $
JFK,2014-12-14 05:51,-73.7622,40.6386,39.92,28.04,62.21,310.00,10.00,0.00,29.89,1012.00,10.00,M,FEW,BKN,BKN,M,3000.00,17000.00,23000.00,M,M,M,M,M,M,M,M,32.90,KJFK 140551Z 31010KT 10SM FEW030 BKN170 BKN230 04/M02 A2989 RMK AO2 SLP120 T00441022 10044 20039 56010 $
JFK,2014-12-14 06:51,-73.7622,40.6386,39.92,28.94,64.54,310.00,11.00,0.00,29.90,1012.30,10.00,M,FEW,BKN,BKN,M,3000.00,16000.00,23000.00,M,M,M,M,M,M,M,M,32.48,KJFK 140651Z 31011KT 10SM FEW030 BKN160 BKN230 04/M02 A2990 RMK AO2 SLP123 T00441017 $
JFK,2014-12-14 07:51,-73.7622,40.6386,39.02,28.94,66.85,310.00,10.00,0.00,29.89,1012.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.77,KJFK 140751Z 31010KT 10SM CLR 04/M02 A2989 RMK AO2 SLP122 T00391017 $
JFK,2014-12-14 08:51,-73.7622,40.6386,37.94,28.94,69.73,310.00,9.00,0.00,29.89,1011.90,10.00,M,SCT,SCT,M,M,2800.00,15000.00,M,M,M,M,M,M,M,M,M,30.90,KJFK 140851Z 31009KT 10SM SCT028 SCT150 03/M02 A2989 RMK AO2 SLP119 T00331017 58001 $
JFK,2014-12-14 09:51,-73.7622,40.6386,37.04,28.04,69.63,330.00,8.00,0.00,29.89,1012.20,10.00,M,FEW,SCT,M,M,2800.00,15000.00,M,M,M,M,M,M,M,M,M,30.32,KJFK 140951Z 33008KT 10SM FEW028 SCT150 03/M02 A2989 RMK AO2 SLP122 T00281022 $
JFK,2014-12-14 10:51,-73.7622,40.6386,37.94,28.94,69.73,310.00,11.00,0.00,29.90,1012.50,10.00,M,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,29.97,KJFK 141051Z 31011KT 10SM BKN023 03/M02 A2990 RMK AO2 SLP125 T00331017 $
JFK,2014-12-14 11:16,-73.7622,40.6386,37.40,28.40,69.67,310.00,10.00,0.00,29.91,M,10.00,M,SCT,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,29.74,KJFK 141116Z 31010KT 10SM SCT023 03/M02 A2991 RMK AO2 $
JFK,2014-12-14 11:39,-73.7622,40.6386,39.20,28.40,64.93,310.00,11.00,0.00,29.91,M,10.00,M,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,31.57,KJFK 141139Z 31011KT 10SM BKN023 04/M02 A2991 RMK AO2 $
JFK,2014-12-14 11:51,-73.7622,40.6386,39.02,30.02,69.86,310.00,9.00,0.00,29.91,1012.80,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,32.24,KJFK 141151Z 31009KT 10SM OVC023 04/M01 A2991 RMK AO2 SLP128 T00391011 10044 20028 53009 $
JFK,2014-12-14 12:51,-73.7622,40.6386,39.92,30.02,67.45,320.00,11.00,0.00,29.92,1013.00,10.00,M,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,32.48,KJFK 141251Z 32011KT 10SM BKN023 04/M01 A2992 RMK AO2 SLP130 T00441011 $
JFK,2014-12-14 13:51,-73.7622,40.6386,41.00,30.02,64.68,330.00,8.00,0.00,29.92,1013.20,10.00,M,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,35.20,KJFK 141351Z 33008KT 10SM BKN023 05/M01 A2992 RMK AO2 SLP132 T00501011 $
JFK,2014-12-14 14:51,-73.7622,40.6386,41.00,28.94,61.89,340.00,13.00,0.00,29.93,1013.50,10.00,M,BKN,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,33.10,KJFK 141451Z 34013KT 10SM BKN025 05/M02 A2993 RMK AO2 SLP135 T00501017 53006 $
JFK,2014-12-14 15:51,-73.7622,40.6386,42.08,28.94,59.36,340.00,10.00,0.00,29.91,1012.80,10.00,M,BKN,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,35.61,KJFK 141551Z 34010KT 10SM BKN027 06/M02 A2991 RMK AO2 SLP128 T00561017 $
JFK,2014-12-14 16:51,-73.7622,40.6386,46.04,30.02,53.33,330.00,16.00,0.00,29.89,1012.20,10.00,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,38.72,KJFK 141651Z 33016KT 10SM BKN029 08/M01 A2989 RMK AO2 SLP122 T00781011 $
JFK,2014-12-14 17:51,-73.7622,40.6386,44.96,30.02,55.56,340.00,13.00,0.00,29.87,1011.60,10.00,M,BKN,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,38.17,KJFK 141751Z 34013KT 10SM BKN029 07/M01 A2987 RMK AO2 SLP116 T00721011 10078 20039 56019 $
JFK,2014-12-14 18:00,-73.7622,40.6386,46.40,30.20,53.00,350.00,11.00,0.00,29.88,M,10.00,M,BKN,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,40.66,KJFK 141800Z 35011KT 10SM BKN031 08/M01 A2988 RMK AO2 $
JFK,2014-12-14 18:51,-73.7622,40.6386,44.96,30.02,55.56,340.00,12.00,0.00,29.87,1011.50,10.00,M,BKN,BKN,M,M,3100.00,25000.00,M,M,M,M,M,M,M,M,M,38.50,KJFK 141851Z 34012KT 10SM BKN031 BKN250 07/M01 A2987 RMK AO2 SLP115 T00721011 $
JFK,2014-12-14 19:51,-73.7622,40.6386,46.94,30.92,53.47,340.00,11.00,0.00,29.88,1011.70,10.00,M,SCT,BKN,M,M,3100.00,22000.00,M,M,M,M,M,M,M,M,M,41.35,KJFK 141951Z 34011KT 10SM SCT031 BKN220 08/M01 A2988 RMK AO2 SLP117 T00831006 $
JFK,2014-12-14 20:51,-73.7622,40.6386,44.96,30.02,M,M,M,0.00,29.89,1012.10,10.00,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,KJFK 142051Z 10SM FEW030 07/M01 A2989 RMK AO2 SLP121 T00721011 53005 $
JFK,2014-12-14 21:51,-73.7622,40.6386,44.06,30.02,57.50,340.00,8.00,0.00,29.91,1012.90,10.00,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,38.97,KJFK 142151Z 34008KT 10SM FEW030 07/M01 A2991 RMK AO2 SLP129 T00671011 $
JFK,2014-12-14 22:51,-73.7622,40.6386,44.06,28.94,55.02,320.00,14.00,0.00,29.92,1013.00,10.00,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,36.71,KJFK 142251Z 32014KT 10SM FEW030 07/M02 A2992 RMK AO2 SLP130 T00671017 $
